SUB_1,SUB_1 Lat,SUB_1 Long,SUB_2,SUB_2 Lat,SUB_2 Long,Shape__Length
TAP162490,,,TAP162519,,,1007.604208
UNKNOWN162520,,,TAP173608,,,3328.861689
UNKNOWN162520,,,TAP162522,,,3831.279206
UNKNOWN162521,,,TAP162522,,,81.87596871
TAP162522,,,TAP162523,,,141.611318
UNKNOWN162521,,,TAP162524,,,126.5521429
TAP162523,,,TAP162524,,,63.84479028
TAP162523,,,TAP162526,,,1255.80616
TAP162526,,,UNKNOWN162527,,,4048.766318
TAP162526,,,TAP173609,,,3585.389676
TAP162529,,,UNKNOWN162530,,,130.742505
TAP162528,,,TAP162531,,,1328.861271
TAP162529,,,TAP162531,,,50.67233922
TAP162531,,,TAP162558,,,4132.831794
TAP162443,,,TAP162449,,,15363.79508
UNKNOWN129676,,,TAP162435,,,7747.796086
UNKNOWN129676,,,TAP162450,,,20800.57068
UNKNOWN110118,,,UNKNOWN160999,,,3553.906151
UNKNOWN110636,,,UNKNOWN161001,,,19880.2632
UNKNOWN110436,,,UNKNOWN161001,,,6230.903856
UNKNOWN134415,,,UNKNOWN134429,,,14989.22188
UNKNOWN161000,,,UNKNOWN161001,,,15708.67476
UNKNOWN130770,,,TAP162450,,,4253.027032
TAP162450,,,UNKNOWN162451,,,122.1236219
NESET 230 KV,,,TAP160682,,,1556.93309
UNKNOWN134446,,,TAP160682,,,96.12521164
UNKNOWN134429,,,UNKNOWN134433,,,469.9650016
UNKNOWN134201,,,TAP160684,,,163.6103189
UNKNOWN134439,,,TAP160684,,,14576.54773
UNKNOWN162436,,,TAP162437,,,48.29512497
TAP162437,,,TAP162438,,,3146.459172
UNKNOWN162451,,,TAP162452,,,24996.3799
TAP162452,,,UNKNOWN162453,,,104.6865547
TAP162452,,,TAP162455,,,29376.51513
UNKNOWN162454,,,TAP162455,,,1163.247931
UNKNOWN136184,,,TAP162455,,,19065.47538
UNKNOWN136184,,,TAP162437,,,23075.95863
UNKNOWN136184,,,UNKNOWN162272,,,55213.19278
UNKNOWN162456,,,TAP162457,,,11790.06214
SENECA TERMINAL,,,ELM ST,,,6353.733818
BLANCHARD,,,TAP162457,,,37350.74426
TAP162574,,,UNKNOWN171099,,,17772.95693
ODESSA,,,UNKNOWN161026,,,10185.77423
FIRSTENERGY W H SAMMIS,,,TAP162534,,,100185.3942
UNKNOWN130879,,,TAP160685,,,65740.66476
UNKNOWN130775,,,TAP160685,,,7637.886112
UNKNOWN134411,,,TAP160685,,,178.2104103
HIGHLAND,,,TAP162534,,,5360.963314
UNKNOWN130879,,,UNKNOWN131414,,,39567.17653
UNKNOWN162533,,,TAP162534,,,150.5513645
UNKNOWN162536,,,UNKNOWN162537,,,947.6210212
UNKNOWN115238,,,UNKNOWN162539,,,57.56652062
BLANCHARD,,,TAP162574,,,21211.37531
SYLVAN,,,TAP162574,,,64551.62826
TAP161032,,,UNKNOWN161034,,,795.0455914
UNKNOWN109055,,,TAP161035,,,3391.328335
TAP161035,,,TAP161036,,,57.84708765
UNKNOWN153436,,,TAP161036,,,83.73579888
UNKNOWN161038,,,TAP161039,,,6888.147345
UNKNOWN134308,,,TAP160686,,,53.41008571
UNKNOWN161043,,,TAP161047,,,17781.61572
UNKNOWN108999,,,TAP161039,,,8176.299463
UNKNOWN134338,,,TAP160687,,,39.35742286
UNKNOWN134336,,,TAP160688,,,184.9429274
UNKNOWN109964,,,UNKNOWN161040,,,14091.81081
UNKNOWN161044,,,UNKNOWN161045,,,14134.52998
UNKNOWN162575,,,TAP162576,,,159.9933183
TAP161047,,,TAP167582,,,26850.42782
UNKNOWN157027,,,TAP161047,,,2043.096484
UNKNOWN161042,,,UNKNOWN161048,,,15011.22116
UNKNOWN161048,,,UNKNOWN166934,,,19986.70128
TAP160687,,,TAP160688,,,26956.31615
TAP162576,,,UNKNOWN162577,,,20830.8611
UNKNOWN162577,,,TAP162578,,,2018.420805
UNKNOWN157201,,,TAP162578,,,9120.385645
UNKNOWN158067,,,TAP162579,,,573.5343977
TAP162579,,,UNKNOWN162580,,,44.1857878
UNKNOWN158067,,,UNKNOWN162581,,,15849.91409
TAP160686,,,TAP160687,,,31840.0421
UNKNOWN134121,,,TAP160689,,,86.63131549
PORTSMOUTH,,,TAP162545,,,3418.458035
UNKNOWN162544,,,TAP162545,,,179.4744892
UNKNOWN129090,,,TAP162546,,,6844.966015
TAP162546,,,UNKNOWN163661,,,100.4765289
TAP134125,,,TAP160689,,,19267.93045
UNKNOWN134113,,,TAP160690,,,9494.978402
UNKNOWN134116,,,TAP160690,,,159.2819061
UNKNOWN134239,,,UNKNOWN134240,,,117.7172808
TAP162578,,,TAP162579,,,12706.98028
UNKNOWN158067,,,TAP162583,,,8206.44259
UNKNOWN162582,,,TAP162583,,,71.75144658
TAP134128,,,TAP160979,,,31985.55112
TAP162583,,,TAP162584,,,316.6379063
TAP162584,,,TAP162585,,,4771.31951
UNKNOWN135065,,,TAP162585,,,133.0838452
TAP162585,,,TAP162586,,,10575.59816
TAP162586,,,UNKNOWN162587,,,1501.200292
UNKNOWN156327,,,TAP162586,,,2911.990274
UNKNOWN135063,,,UNKNOWN162587,,,15250.2319
UNKNOWN135063,,,TAP162588,,,20474.72087
UNKNOWN158064,,,TAP162588,,,60.76735394
BIG FISH,,,TAP162589,,,8273.517658
TAP162588,,,TAP162589,,,5677.143672
UNKNOWN133421,,,UNKNOWN160691,,,40526.75439
UNKNOWN133421,,,TAP160692,,,17225.16146
UNKNOWN157663,,,TAP160692,,,31.36278264
TAP162590,,,TAP162591,,,4680.42892
UNKNOWN135247,,,UNKNOWN135260,,,4467.61968
TAP162589,,,TAP162590,,,8090.005728
UNKNOWN158285,,,TAP162591,,,6725.365577
TAP162591,,,TAP162592,,,9112.003785
UNKNOWN134432,,,UNKNOWN134439,,,33191.95125
TAP161066,,,TAP161067,,,225.4869762
TAP161064,,,TAP161067,,,216.4406709
TAP161067,,,UNKNOWN161832,,,25006.18711
UNKNOWN116598,,,DEADEND167110,,,10217.95985
PAYNESVILLE,,,TAP162592,,,17704.93155
UNKNOWN158287,,,TAP162592,,,11693.36833
UNKNOWN133962,,,TAP160681,,,38163.22733
TAP140507,,,SOUR SPRINGS SWITCH,,,76.19930477
UNKNOWN133963,,,TAP160681,,,132.730788
TAP162590,,,TAP162593,,,6305.287417
UNKNOWN157196,,,TAP162593,,,331.9573733
TAP162593,,,TAP162594,,,2975.579698
UNKNOWN158060,,,TAP162594,,,40.62321529
UNKNOWN131455,,,TAP162594,,,5904.586261
TAP162584,,,MELROSE,,,949.2114693
TAP162558,,,TAP162559,,,131.1203653
TAP162559,,,TAP162561,,,73.25441391
UNKNOWN162560,,,TAP162561,,,93.13947513
UNKNOWN162560,,,TAP162561,,,68.21196711
HARVEY,,,TAP160697,,,171977.539
UNKNOWN122843,,,UNKNOWN160693,,,22730.29654
UNKNOWN122843,,,UNKNOWN160694,,,30631.09921
TAP162519,,,UNKNOWN162560,,,2107.861362
UNKNOWN133152,,,TAP160697,,,173.8619771
TAP162559,,,TAP162562,,,1520.735395
TAP162517,,,TAP162562,,,834.9769906
TAP162518,,,TAP162563,,,1334.988514
UNKNOWN114118,,,TAP162563,,,896.3763118
TAP162565,,,TAP173609,,,2314.072963
UNKNOWN162564,,,TAP162565,,,192.1531731
TAP162565,,,TAP162566,,,5980.503246
TAP162566,,,TAP162567,,,139.6313299
TAP162566,,,TAP162568,,,162.2525931
TAP162568,,,TAP162569,,,88.04184446
TAP162567,,,TAP162569,,,47.75716678
COLLEGE LAKES,,,TAP162569,,,26.047137
TAP162499,,,TAP162571,,,402.9816378
TAP162571,,,TAP162572,,,318.815839
UNKNOWN162570,,,TAP162572,,,127.064768
UNKNOWN162570,,,TAP162572,,,101.6985084
TAP162524,,,TAP162571,,,3016.480201
MORTIMER,,,TAP162550,,,3273.626588
UNKNOWN133143,,,GARRISON,,,601.4324041
UNKNOWN133143,,,GARRISON,,,703.3948783
UNKNOWN134147,,,TAP134166,,,15180.08251
UNIVERSITY OF ROCHESTER,,,TAP162550,,,1279.948033
TAP134166,,,UNKNOWN134175,,,81.04042086
UNKNOWN162549,,,TAP162550,,,72.44461686
UNKNOWN162553,,,NOT AVAILABLE,,,196.3393267
WEST ORANGE,,,TAP162555,,,11386.37158
RISER155888,,,TAP160699,,,9171.683467
TAP160699,,,UNKNOWN160700,,,2413.088288
HESKETT,,,TAP160699,,,3811.887695
UNKNOWN135235,,,TAP160704,,,34812.30875
UNKNOWN135195,,,TAP160704,,,1882.117817
UNKNOWN134975,,,TAP160702,,,130.0479308
TAP134979,,,TAP160702,,,13150.88021
TAP162595,,,UNKNOWN162596,,,115.6163323
UNKNOWN129791,,,TAP162595,,,34280.38933
TAP162595,,,TAP162598,,,24889.95359
TAP162598,,,UNKNOWN162599,,,98.32703956
UNKNOWN157197,,,TAP162598,,,8970.056614
UNKNOWN157197,,,TAP162600,,,9169.611553
UNKNOWN158061,,,TAP162600,,,45.20256093
UNKNOWN162601,,,TAP162602,,,3187.395472
UNKNOWN158066,,,TAP162602,,,14629.38173
UNKNOWN129835,,,TAP162602,,,3841.09788
UNKNOWN129835,,,TAP162603,,,15349.7139
UNKNOWN143501,,,TAP162603,,,147.1184857
PAYNESVILLE,,,TAP162603,,,40218.89505
HESKETT,,,UNKNOWN158082,,,14509.59196
UNKNOWN134910,,,UNKNOWN158082,,,9145.827091
UNKNOWN135195,,,UNKNOWN135242,,,68.01611906
UNKNOWN129829,,,TAP162576,,,15265.31101
TAP162600,,,UNKNOWN162601,,,8787.343672
UNKNOWN162601,,,TAP162604,,,23357.38723
UNKNOWN158288,,,TAP162604,,,97.07124247
TAP162604,,,TAP162605,,,5536.715102
UNKNOWN129814,,,TAP162605,,,117.5255474
TAP162605,,,UNKNOWN162606,,,19341.81462
UNKNOWN129814,,,TAP162607,,,8192.995308
UNKNOWN156328,,,TAP162607,,,527.9500908
TAP162607,,,TAP162608,,,20679.06532
UNKNOWN157199,,,TAP162608,,,3574.200395
UNKNOWN129829,,,TAP162608,,,24167.20166
ESSEX,,,TAP162555,,,6051.639905
UNKNOWN162554,,,TAP162555,,,141.3959771
UNKNOWN156763,,,TAP160705,,,33.54714281
UNKNOWN162609,,,TAP162610,,,925.6893283
TAP162610,,,TAP162611,,,8151.610518
UNKNOWN158058,,,TAP162611,,,2716.253652
TAP162611,,,TAP162612,,,4634.115101
UNKNOWN131455,,,TAP162612,,,3977.792074
UNKNOWN158284,,,TAP162612,,,20628.85192
UNKNOWN135242,,,TAP160706,,,51283.88377
UNKNOWN157617,,,TAP160706,,,17065.7917
TAP160668,,,UNKNOWN160709,,,1419.727196
TAP160706,,,HETTINGER,,,56090.24225
TAP162610,,,TAP162613,,,14810.2447
UNKNOWN162614,,,TAP162615,,,10750.74297
UNKNOWN158054,,,TAP162615,,,23.97216244
TAP162615,,,TAP162616,,,4390.266757
TAP162616,,,UNKNOWN162617,,,3099.822495
UNKNOWN158281,,,TAP162616,,,8085.744367
UNKNOWN129771,,,UNKNOWN158281,,,13405.17729
TAP162613,,,UNKNOWN162614,,,41.6126985
UNKNOWN158053,,,TAP162613,,,6233.461376
CAMBRIDGE CT,,,TAP162619,,,5963.574708
UNKNOWN129445,,,TAP162619,,,1736.028202
TAP162618,,,TAP162619,,,14003.59951
UNKNOWN162264,,,TAP162618,,,7785.789623
TAP162618,,,ISANTI,,,7622.982089
TAP139687,,,TAP162621,,,3414.253532
RUSH CITY/CAPS,,,TAP162624,,,7340.520962
WINTHROP,,,TAP162627,,,21553.50934
TAP162627,,,UNKNOWN162628,,,80.46003025
UNKNOWN135200,,,TAP135225,,,3885.226046
TAP162621,,,TAP162623,,,3369.998488
UNKNOWN162622,,,TAP162623,,,83.62888493
TAP162623,,,TAP162624,,,934.2542
UNKNOWN139708,,,TAP162624,,,49.5356234
UNKNOWN162625,,,TAP162626,,,34.21441839
UNKNOWN131510,,,TAP162626,,,20973.71576
DICKINSON,,,UNKNOWN135200,,,13606.93277
UNKNOWN114107,,,TAP162630,,,35.13699124
TAP162630,,,TAP162631,,,1392.312882
TAP162631,,,TAP162632,,,1395.611568
UNKNOWN162633,,,TAP162634,,,53.44947795
UNKNOWN162527,,,TAP162631,,,2849.613562
UNKNOWN162527,,,UNKNOWN162635,,,546.9943449
UNKNOWN162527,,,TAP162636,,,65.24629665
TAP160664,,,TAP160669,,,8651.849077
UNKNOWN135173,,,TAP160664,,,134.2458835
TAP160821,,,TAP162637,,,360.1571028
TAP160820,,,TAP162637,,,34689.40102
TAP162637,,,UNKNOWN162638,,,182.5219084
BEULAH,,,TAP135305,,,31911.04881
UNKNOWN162101,,,TAP162639,,,62.56303179
TAP162639,,,TAP162640,,,3992.804082
TAP162640,,,UNKNOWN162641,,,61.30791188
UNKNOWN135226,,,BEULAH,,,72963.12292
UNKNOWN110409,,,TAP162640,,,2552.83663
UNKNOWN162109,,,TAP162642,,,1780.367946
TAP162642,,,UNKNOWN162643,,,165.9356595
TAP162639,,,TAP162642,,,4040.400328
UNKNOWN114927,,,WEBB FORGING,,,560.5307765
UNKNOWN131931,,,TAP162634,,,14888.83228
UNKNOWN134497,,,TAP160670,,,252.661587
TAP162634,,,TAP162677,,,1057.882302
TAP162680,,,TAP162681,,,8.256191346
UNKNOWN162679,,,TAP162681,,,8.052589839
UNKNOWN162679,,,TAP162680,,,6.905418215
TAP162677,,,TAP162682,,,4324.085791
UNKNOWN162678,,,TAP162682,,,1245.043169
TAP162682,,,TAP162683,,,6478.091672
TAP162683,,,UNKNOWN162684,,,4104.399238
UNKNOWN131931,,,TAP162683,,,5376.047159
UNKNOWN131931,,,TAP162685,,,1093.465213
TAP162685,,,TAP162686,,,4228.546168
TAP162686,,,UNKNOWN162687,,,40.93441579
TAP162686,,,TAP162688,,,6509.074025
UNKNOWN162689,,,TAP162690,,,2067.449537
TAP162688,,,TAP162690,,,4272.004718
UNKNOWN131873,,,TAP162690,,,11912.58094
UNKNOWN162691,,,TAP162692,,,2271.277156
TAP162688,,,TAP162692,,,8502.937288
TAP162692,,,TAP162693,,,12880.84659
TAP162693,,,TAP162694,,,19152.66548
FAYETTEVILLE EAST,,,TAP162636,,,6716.256894
BUTLER-WARNER GENERATION PLANT,,,TAP162632,,,6450.662247
TAP162713,,,UNKNOWN162714,,,11811.47997
UNKNOWN162714,,,TAP162715,,,2594.970812
TAP162715,,,UNKNOWN162716,,,34.55010031
UNKNOWN113992,,,UNKNOWN162716,,,168.6049802
UNKNOWN162716,,,TAP162717,,,1809.811513
FAYETTEVILLE EAST,,,TAP162720,,,4707.060651
CHARLIE CREEK,,,UNKNOWN134497,,,49766.5358
UNKNOWN122470,,,UNKNOWN162645,,,3481.090343
TAP162646,,,UNKNOWN162647,,,131.8806397
UNKNOWN117199,,,TAP162646,,,1840.778337
UNKNOWN134479,,,UNKNOWN134480,,,20076.8923
TAP162717,,,UNKNOWN162718,,,604.2469793
TAP146920,,,TAP162717,,,3877.464114
FAYETTEVILLE EAST,,,TAP162713,,,2591.882211
UNKNOWN158376,,,TAP162719,,,189.47598
UNKNOWN158376,,,TAP162720,,,245.2970194
TAP162719,,,TAP162720,,,99.60649833
TAP162719,,,TAP162721,,,1685.766489
TAP162721,,,TAP162722,,,248.6832983
TAP162722,,,TAP162723,,,2598.145154
TAP162567,,,TAP162723,,,1835.31805
TAP146920,,,TAP162723,,,535.8915375
TAP162528,,,TAP162721,,,4448.113597
UNKNOWN147229,,,TAP162724,,,77.55060731
TAP162724,,,TAP162725,,,2920.986074
TAP162725,,,TAP162726,,,7682.187588
TAP147223,,,TAP162726,,,1665.513254
TAP162725,,,UNKNOWN162727,,,2272.681307
TAP162513,,,TAP162729,,,351.0102348
UNKNOWN162728,,,TAP162729,,,162.9687185
TAP162729,,,TAP162730,,,5065.949533
UNKNOWN114111,,,TAP162730,,,85.92572949
UNKNOWN117199,,,TAP141838,,,4993.405926
TAP162694,,,UNKNOWN162695,,,2076.038172
UNKNOWN131910,,,TAP162694,,,18000.28336
TAP162693,,,TAP162698,,,8412.38947
UNKNOWN162696,,,TAP162698,,,102.6771112
TAP162697,,,TAP162698,,,213.4621081
UNKNOWN162696,,,TAP162697,,,95.11764175
TAP162697,,,TAP162699,,,12639.68497
TAP162699,,,UNKNOWN162700,,,14889.59415
TAP162681,,,TAP162699,,,6575.350468
TAP162677,,,TAP162701,,,4202.228719
TAP162701,,,UNKNOWN162702,,,41.51787166
TAP162701,,,UNKNOWN162703,,,6475.896291
UNKNOWN131931,,,TAP162680,,,7430.084899
TAP162704,,,UNKNOWN163662,,,460.5597065
TAP162704,,,TAP162705,,,5605.773023
UNKNOWN131902,,,TAP162705,,,835.7492276
UNKNOWN131941,,,TAP162705,,,10757.15371
TAP162706,,,UNKNOWN162707,,,80.12663735
TAP162708,,,UNKNOWN162709,,,16.53604615
UNKNOWN131859,,,TAP162711,,,106.1875582
TAP162711,,,TAP162712,,,742.3906249
UNKNOWN162710,,,TAP162712,,,2497.170218
TAP162708,,,UNKNOWN162710,,,7710.548153
TAP162706,,,TAP162708,,,3549.489066
STEVENS CREEK,,,TAP162646,,,14387.57689
STEVENS CREEK,,,TAP141838,,,11243.21712
BULL STREET PLANT,,,TAP162649,,,210.7022068
TAP162649,,,RISER162650,,,10672.16404
NORTH ROAD PEAK,,,RISER162651,,,121.0954404
NORTH ROAD PEAK,,,RISER162650,,,224.2031458
WEST JOHNSON CITY,,,TAP162658,,,5136.425545
WEST JOHNSON CITY,,,TAP162654,,,4426.103106
UNKNOWN162653,,,TAP162654,,,91.88168083
TAP162654,,,TAP162655,,,7682.861173
TAP162658,,,TAP170607,,,2854.643755
WATFORD CITY,,,UNKNOWN134229,,,9854.04432
TAP148040,,,TAP162733,,,2651.088991
TAP162733,,,TAP162734,,,386.2473159
UNKNOWN162732,,,TAP162734,,,2210.099884
UNKNOWN156959,,,TAP162734,,,95.63996255
UNKNOWN162735,,,UNKNOWN167260,,,662.2408512
UNKNOWN162735,,,TAP162736,,,2125.081831
UNKNOWN114094,,,TAP162736,,,900.5488128
UNKNOWN114095,,,TAP162741,,,11032.34946
UNKNOWN162739,,,TAP162741,,,69.88670374
TAP162740,,,TAP162741,,,43.54010355
UNKNOWN162739,,,TAP162740,,,39.5351396
TAP162740,,,TAP162742,,,13119.51943
TAP162742,,,UNKNOWN162743,,,26.83380609
TAP162742,,,UNKNOWN162744,,,14626.31052
UNKNOWN162745,,,TAP169549,,,8804.841691
WEST ASHEVILLE,,,UNKNOWN162745,,,5316.514965
UNKNOWN162747,,,TAP162748,,,21.82095889
TAP162748,,,TAP162749,,,1374.711292
TAP162749,,,UNKNOWN162750,,,1005.23904
UNKNOWN114990,,,UNKNOWN162750,,,2287.379345
UNKNOWN134206,,,TAP160712,,,13275.50258
UNKNOWN131048,,,TAP160712,,,2477.716092
UNKNOWN156790,,,UNKNOWN160711,,,24870.11394
UNKNOWN160711,,,TAP160712,,,8099.089739
UNKNOWN131048,,,UNKNOWN156790,,,37733.76786
UNKNOWN114986,,,TAP162749,,,2152.976373
UNKNOWN131048,,,TAP160713,,,13284.0743
UNKNOWN134231,,,UNKNOWN156790,,,25828.1653
TAP162748,,,TAP162751,,,3807.366029
UNKNOWN114987,,,TAP162751,,,82.76585947
TAP162751,,,TAP162752,,,6833.77683
"HIGH POINT, FAIRFIELD",,,TAP162752,,,62.7180416
TAP162752,,,TAP162753,,,25.38411867
"HIGH POINT, FAIRFIELD",,,TAP162753,,,69.80309786
"HIGH POINT, FAIRFIELD",,,NOT AVAILABLE,,,61.48208097
TAP162712,,,TAP162762,,,22735.70722
TAP162762,,,UNKNOWN162763,,,41.42169934
TAP162762,,,TAP162764,,,4288.310241
UNKNOWN131858,,,TAP162764,,,4005.237874
TAP162764,,,TAP162766,,,9794.054708
UNKNOWN162765,,,TAP162766,,,34.0973385
TAP162766,,,UNKNOWN162767,,,10800.01635
UNKNOWN131047,,,TAP160713,,,78.86023644
UNKNOWN162767,,,TAP162768,,,53810.33994
UNKNOWN157575,,,TAP162768,,,4563.400239
TAP162711,,,TAP162769,,,2138.663984
UNKNOWN131856,,,TAP162768,,,9549.130797
TAP162706,,,TAP162769,,,2682.961425
BLUE,,,JUDSON,,,68630.04097
BLUE,,,WHITE,,,69132.2942
UNKNOWN162710,,,TAP162769,,,1177.658742
TAP162658,,,UNKNOWN162659,,,37.87501083
TAP162655,,,UNKNOWN162656,,,1634.180066
NORTH JOHNSON,,,TAP162655,,,266.8683862
UNKNOWN155815,,,TAP162657,,,70.11699786
BOONE DAM,,,TAP161883,,,2030.168498
TAP161881,,,TAP161882,,,169.2811711
UNKNOWN151053,,,TAP161882,,,107.0943154
TAP161882,,,TAP161883,,,6938.895462
UNKNOWN155814,,,TAP161883,,,69.19020449
WILLISTON 230 KV,,,JUDSON,,,5353.257368
TAP162753,,,TAP162754,,,5350.170183
UNKNOWN114989,,,TAP162754,,,3609.198619
TAP146805,,,TAP162757,,,12620.22729
UNKNOWN162756,,,TAP162757,,,1351.295527
UNKNOWN162755,,,UNKNOWN162756,,,159.0420416
TAP148036,,,TAP162760,,,16795.4551
TAP147986,,,TAP162760,,,2063.79258
TAP162759,,,TAP162760,,,993.5702676
UNKNOWN162758,,,TAP162759,,,89.1109461
WILLISTON 230 KV,,,UNKNOWN134043,,,22636.17021
UNKNOWN112208,,,TAP162761,,,10143.46296
UNKNOWN112207,,,TAP162761,,,136.6805352
TAP162759,,,TAP162761,,,1784.773492
UNKNOWN156677,,,UNKNOWN156678,,,103.5194102
TAP161881,,,TAP161884,,,8588.46254
TAP161884,,,UNKNOWN161885,,,274.3426727
KAPSTONE,,,TAP166927,,,1534.662447
UNKNOWN134480,,,UNKNOWN160726,,,14233.37626
UNKNOWN160726,,,UNKNOWN160727,,,8454.930074
RED,,,UNKNOWN160727,,,445.1737284
UNKNOWN160728,,,TAP160729,,,14744.61785
UNKNOWN134484,,,TAP160729,,,99.84762972
TAP160729,,,UNKNOWN160730,,,13636.91012
UNKNOWN135226,,,UNKNOWN160730,,,16311.65145
WILLISTON 230 KV,,,UNKNOWN134047,,,25816.7115
UNKNOWN134177,,,TAP160719,,,182.945102
UNKNOWN131018,,,DEADEND166989,,,7394.523442
JONESBOROUGH,,,TAP161899,,,5772.168728
TAP151721,,,UNKNOWN160720,,,8149.544943
DENNY TERRACE,,,UNKNOWN160720,,,5160.786907
UNKNOWN157666,,,TAP160721,,,1866.066305
TAP160721,,,UNKNOWN160722,,,3061.958795
TAP161884,,,TAP161899,,,8993.454221
UNKNOWN115360,,,TUSCULUM,,,20935.78743
TUSCULUM,,,TAP162660,,,2681.534531
TAP162660,,,UNKNOWN162661,,,447.4890568
TAP162660,,,TAP162662,,,5582.221392
TAP162662,,,TAP162663,,,18.92910478
UNKNOWN130881,,,TAP160723,,,95.49969019
UNKNOWN134482,,,UNKNOWN176855,,,35829.24946
UNKNOWN134500,,,TAP160723,,,507.1948258
TAP162663,,,UNKNOWN162664,,,27.58450501
TAP162662,,,UNKNOWN162665,,,2435.865042
CHARLIE CREEK,,,TAP160724,,,427.7476423
UNKNOWN134495,,,TAP160724,,,14477.91259
UNKNOWN134480,,,UNKNOWN134495,,,32528.24269
JOHN SEVIER,,,TAP162666,,,33221.68325
TUSCULUM,,,TAP162666,,,4129.593303
UNKNOWN162665,,,TAP162666,,,8853.48133
UNKNOWN160727,,,UNKNOWN160728,,,17854.48506
UNKNOWN134480,,,TAP160731,,,12435.22015
UNKNOWN134496,,,TAP160731,,,151.0666464
UNKNOWN134203,,,UNKNOWN134235,,,4902.674922
UNKNOWN134203,,,UNKNOWN134235,,,4912.717887
TAP152548,,,TAP160725,,,3652.251876
UNKNOWN156725,,,TAP160725,,,1333.658411
TAP160655,,,UNKNOWN160656,,,179.9765167
TAP160655,,,TAP167245,,,13278.46619
LAFOLLETTE,,,TAP162667,,,4719.571167
TAP134188,,,WHITE,,,21673.27368
WHITE,,,UNKNOWN160732,,,1876.389207
TAP160716,,,TAP160733,,,24650.49368
UNKNOWN134203,,,TAP160733,,,6358.560161
WHITE,,,TAP160733,,,1753.494279
UNKNOWN158641,,,TAP162667,,,107.854299
TAP162667,,,UNKNOWN162668,,,541.5661449
SOUTHGATE,,,TAP162669,,,2171.149403
TAP162669,,,UNKNOWN162670,,,177.129793
TAP162672,,,TAP162673,,,44.46251441
TAP162672,,,UNKNOWN162674,,,43.38587936
TAP162671,,,TAP162672,,,51.4257196
TAP162673,,,TAP162675,,,2400.333015
UNKNOWN154713,,,TAP162675,,,261.3799321
TAP162675,,,TAP162676,,,5843.250502
TAP162676,,,TAP162786,,,14.92219792
TAP162786,,,TAP162787,,,5.912680553
UNKNOWN154714,,,TAP162787,,,59.91462092
UNKNOWN134176,,,TAP160734,,,10691.31727
TAP160734,,,UNKNOWN160736,,,6612.036241
TAP162788,,,TAP162792,,,59.12361316
TAP162786,,,TAP162788,,,8856.15195
DYERSBURG,,,TAP162789,,,204.251779
TAP162790,,,TAP162791,,,25.09268622
TAP162788,,,TAP162791,,,67.76707704
TAP162792,,,TAP162793,,,82.56926855
DYERSBURG,,,TAP162793,,,235.9758643
DYERSBURG,,,TAP162793,,,207.4240795
DYERSBURG,,,TAP162791,,,213.1583496
DYERSBURG,,,TAP162794,,,136.3005586
UNKNOWN158365,,,TAP162794,,,86.12465544
TAP160734,,,UNKNOWN160735,,,10408.43187
UNKNOWN134176,,,UNKNOWN160737,,,11861.77608
TAP160626,,,UNKNOWN160737,,,4205.576717
TAP160626,,,UNKNOWN160627,,,16721.23044
UNKNOWN154716,,,TAP162789,,,10521.02752
TAP162671,,,TAP162792,,,10238.21614
TAP162671,,,TAP162795,,,1387.517453
TAP162794,,,TAP162795,,,10181.05275
UNKNOWN154756,,,TAP162795,,,12523.4691
UNKNOWN156790,,,UNKNOWN160627,,,22169.77432
TAP162673,,,TAP162797,,,3399.326856
UNKNOWN162796,,,TAP162797,,,341.7819344
UNKNOWN156788,,,UNKNOWN156790,,,31901.9457
TAP162797,,,TAP162798,,,222.6869001
UNKNOWN134204,,,UNKNOWN160629,,,19405.15338
UNKNOWN162796,,,TAP162798,,,500.2961799
TAP162799,,,TAP162801,,,401.5662644
TAP162799,,,UNKNOWN162800,,,40.69822423
TAP162798,,,TAP162802,,,1657.394124
TAP162801,,,TAP162802,,,370.7455606
TAP162799,,,TAP162802,,,554.8933797
TAP162801,,,TAP162803,,,4521.86355
UNKNOWN120792,,,TAP162803,,,514.3962762
TAP162805,,,TAP162808,,,5560.146901
UNKNOWN162807,,,TAP162808,,,129.8750281
TAP162804,,,TAP162808,,,2115.123236
TAP162803,,,TAP162804,,,924.3718683
TAP162804,,,TAP162805,,,1793.704672
UNKNOWN120793,,,TAP162805,,,78.46414867
UNKNOWN120793,,,TAP162806,,,860.316021
TAP162676,,,TAP162806,,,7300.831718
UNKNOWN120792,,,TAP162806,,,734.2605136
UNKNOWN111452,,,BELLSFORK,,,13360.58834
UNKNOWN134608,,,TAP135366,,,27580.4765
UNKNOWN134608,,,FARGO,,,103271.9825
NORTHWEST,,,MOUNTAIN ROAD,,,6166.863689
CHICKAHOMINY,,,LANEXA,,,28878.24104
UNKNOWN134040,,,TAP160739,,,280.2137139
TAP142645,,,UNKNOWN162015,,,13895.93259
UNKNOWN134049,,,TAP134060,,,10163.6847
TAP160739,,,TAP161704,,,54770.62771
TAP140938,,,UNKNOWN162810,,,162.0136813
UNKNOWN134027,,,TAP160740,,,16233.85821
TAP160740,,,UNKNOWN160741,,,2739.577259
UNKNOWN162773,,,TAP162774,,,3198.011128
UNKNOWN151728,,,TAP162774,,,1150.868683
UNKNOWN110953,,,TAP162774,,,6443.408383
TAP134037,,,TAP160740,,,63755.54901
