"Project #","Request Status","Queue Date","Withdrawn Date","Done Date","Appl In Service Date","Transmission Owner","County","State","Study Cycle","Study Group","Study Phase","Service Type","POI Name","Summer MW","Winter MW","Fuel","Generating Facility","Post GIA Status","Negotiated In Service Date","Decision Point 1 ERIS MW","Decision Point 1 NRIS MW","Decision Point 2 ERIS MW","Decision Point 2 NRIS MW"
"J794","Done","2017-06-16T04:00:00+00:00","","2020-06-18T04:00:00+00:00","2018-09-10T04:00:00+00:00","METC","Gratiot County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","J589 138kV Substation (Regal - Summerton 138kV Line)","12.5","12.5","Wind","Wind Turbine","In Service","2018-10-26T04:00:00+00:00","12.5","12.5","12.5","12.5"
"J795","Withdrawn","2017-06-16T04:00:00+00:00","2019-01-08T05:00:00+00:00","","2019-09-01T04:00:00+00:00","Southern Illinois Power Cooperative","Gallatin County","IL","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Gallatin Junction 161 kV Substation","69","69","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J796","Done","2017-06-16T04:00:00+00:00","","2020-06-12T04:00:00+00:00","2019-09-01T04:00:00+00:00","METC","Shiawassee County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Goss 138kV Substation","239","239","Solar","Photovoltaic","In Service","2020-11-20T05:00:00+00:00","239","239","239","239"
"J797","Withdrawn","2017-06-16T04:00:00+00:00","2018-05-30T04:00:00+00:00","","2019-09-01T04:00:00+00:00","AMEREN ILLINOIS","Washington County","IL","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Ashley 138 kV Substation","70","70","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J798","Withdrawn","2017-06-16T04:00:00+00:00","2019-01-08T05:00:00+00:00","","2019-09-01T04:00:00+00:00","American Transmission Co. LLC","Walworth County","WI","DPP-2017-AUG","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","University - Mukwanago UNIG52 Line Tap","124","124","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J799","Done","2017-06-16T04:00:00+00:00","","2020-05-13T04:00:00+00:00","2019-09-01T04:00:00+00:00","ITC MIDWEST","Washtenaw County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Milan - Pioneer 120kV Line Tap","189","189","Solar","Photovoltaic","Under Construction","2021-11-11T05:00:00+00:00","189","189","189","189"
"J800","Done","2017-06-16T04:00:00+00:00","","2020-04-22T04:00:00+00:00","2020-09-30T04:00:00+00:00","AMEREN ILLINOIS","White County","IL","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Crossville West Substation 138kV Bus - Albion South - Norris City 138 kV Line","250","250","Solar","Photovoltaic","Under Construction","2022-10-01T04:00:00+00:00","250","250","250","250"
"J801","Done","2017-06-16T04:00:00+00:00","2024-07-22T04:00:00+00:00","2021-05-19T04:00:00+00:00","2020-09-01T04:00:00+00:00","DAIRYLAND POWER COOPERATIVE","Pierce County","WI","DPP-2017-AUG","West","GIA","Energy Resource Interconnection Service (ERIS)","Crystal Cave-Rock Elm 161kV line tap","74","74","Solar","Photovoltaic","Withdrawn","2023-11-10T05:00:00+00:00","74","74","74","0"
"J802","Withdrawn","2017-06-16T04:00:00+00:00","2018-05-22T04:00:00+00:00","","2020-09-01T04:00:00+00:00","Duke Energy Corporation","Vermillion County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Cayuga 345 kV Substation","1244","1244","Combined Cycle","Combined Cycle","Not Started","","0","0","0","0"
"J803","Withdrawn","2017-06-16T04:00:00+00:00","2023-04-25T04:00:00+00:00","2021-05-19T04:00:00+00:00","2019-10-01T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Lyon County","MN","DPP-2017-AUG","West","GIA","Energy Resource Interconnection Service (ERIS)","Tracy 69 kV line","32.5","32.5","Solar","Photovoltaic","Withdrawn","2023-11-01T04:00:00+00:00","32.5","0","32.5","0"
"J804","Withdrawn","2017-06-16T04:00:00+00:00","2018-04-16T04:00:00+00:00","","2019-09-01T04:00:00+00:00","HOOSIER ENERGY REC, INC","Decatur County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Decatur 138kV Substation","119","119","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J805","Done","2017-06-16T04:00:00+00:00","","2020-05-08T04:00:00+00:00","2019-09-01T04:00:00+00:00","Duke Energy Corporation","Shelby County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Gwynneville 345kV Substation","199","199","Solar","Photovoltaic","Under Construction","2022-05-01T04:00:00+00:00","199","199","199","199"
"J806","Done","2017-06-16T04:00:00+00:00","","2020-05-11T04:00:00+00:00","2019-09-01T04:00:00+00:00","METC","Calhoun County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Rice Creek - Vrooman 138kV Line Tap","149","149","Solar","Photovoltaic","In Service","2021-06-01T04:00:00+00:00","149","149","149","149"
"J807","Withdrawn","2017-06-16T04:00:00+00:00","2020-05-26T04:00:00+00:00","2019-10-17T04:00:00+00:00","2020-09-15T04:00:00+00:00","American Transmission Co. LLC","Lafayette County","WI","DPP-2017-AUG","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Darlington - Hillman 138kV Line (Falcon Substation J395)","41.4","41.4","Wind","Wind Turbine","Withdrawn","2021-08-27T04:00:00+00:00","41.4","41.4","41.4","41.4"
"J808","Done","2017-06-16T04:00:00+00:00","","2020-05-06T04:00:00+00:00","2019-09-01T04:00:00+00:00","AMEREN ILLINOIS","Randolph County","IL","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Aster Substation 138kV Bus","99","99","Solar","Photovoltaic","In Service","2020-07-01T04:00:00+00:00","99","99","99","99"
"J809","Withdrawn","2017-06-16T04:00:00+00:00","2019-01-09T05:00:00+00:00","","2019-09-01T04:00:00+00:00","METC","Ottawa County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Bass Creek - Black River 138 kV Line Tap","99","99","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J810","Withdrawn","2017-06-16T04:00:00+00:00","2018-08-31T04:00:00+00:00","","2023-04-01T04:00:00+00:00","MIDAMERICAN ENERGY COMPANY","Audubon County","IA","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Atlantic to Adair 161 kV line","139.6","145.5","Gas","Combustion Turbine (Simple Cycle)","Not Started","","0","0","0","0"
"J811","Done","2017-06-16T04:00:00+00:00","","2020-03-25T04:00:00+00:00","2019-09-01T04:00:00+00:00","AMEREN ILLINOIS","Fayette County","IL","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Ramsey East 138kV Substation","99","99","Solar","Photovoltaic","In Service","2021-05-28T04:00:00+00:00","99","99","99","99"
"J812","Withdrawn","2017-06-16T04:00:00+00:00","2017-10-26T04:00:00+00:00","","2017-06-16T04:00:00+00:00","METC","Van Buren County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Covert - Palisades 345kV Line","1108","1217","Combined Cycle","Combined Cycle","Not Started","","0","0","0","0"
"J813","Done","2017-06-16T04:00:00+00:00","","2019-12-16T05:00:00+00:00","2020-09-30T04:00:00+00:00","AMEREN ILLINOIS","Clay County","IL","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Louisville South Substation 138kV Line","275","275","Solar","Photovoltaic","Under Construction","2021-10-29T04:00:00+00:00","250","250","250","250"
"J814","Withdrawn","2017-06-16T04:00:00+00:00","2019-02-04T05:00:00+00:00","","2020-09-15T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Clark County","WI","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Eau Claire - Arpin 345kV Line","99.9","99.9","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J815","Done","2017-06-16T04:00:00+00:00","","2020-04-16T04:00:00+00:00","2020-09-30T04:00:00+00:00","AMEREN ILLINOIS","Christian County","IL","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Taylorville South-Austin (formerly Pawnee)138kV Line","250","250","Solar","Photovoltaic","Under Construction","2022-10-28T04:00:00+00:00","250","250","250","250"
"J816","Withdrawn","2017-06-16T04:00:00+00:00","2021-01-29T05:00:00+00:00","","2022-09-15T04:00:00+00:00","OTTER TAIL POWER COMPANY","Cass County","ND","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Buffalo 115kV Substation","60","60","Solar","Photovoltaic","Not Started","","60","60","0","0"
"J817","Done","2017-06-16T04:00:00+00:00","","2019-12-17T05:00:00+00:00","2019-09-01T04:00:00+00:00","Ameren Missouri","Warren County","MO","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Warrenton 161kV Substation","139","139","Solar","Photovoltaic","In Service","2021-10-29T04:00:00+00:00","139","139","139","139"
"J818","Done","2017-06-16T04:00:00+00:00","","2020-05-06T04:00:00+00:00","2019-09-01T04:00:00+00:00","American Transmission Co. LLC","Jefferson County","WI","DPP-2017-AUG","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Jefferson 138kV Substation","149","149","Solar","Photovoltaic","Under Construction","2022-04-01T04:00:00+00:00","149","149","149","149"
"J819","Withdrawn","2017-06-16T04:00:00+00:00","2020-05-26T04:00:00+00:00","2020-05-20T04:00:00+00:00","2020-09-15T04:00:00+00:00","American Transmission Co. LLC","Lafayette County","WI","DPP-2017-AUG","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Darlington 138kV Substation","99.9","99.9","Wind","Wind Turbine","Withdrawn","2021-09-01T04:00:00+00:00","99.9","99.9","99.9","99.9"
"J820","Withdrawn","2017-06-16T04:00:00+00:00","2017-08-03T04:00:00+00:00","","2020-09-15T04:00:00+00:00","METC","Eaton County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Oneida 345kV Substation","100.05","100.05","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J821","Withdrawn","2017-06-16T04:00:00+00:00","2020-05-26T04:00:00+00:00","2019-10-17T04:00:00+00:00","2020-09-15T04:00:00+00:00","American Transmission Co. LLC","Marathon County","WI","DPP-2017-AUG","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Wein - Stratford 115 kV Line Tap","99.9","99.9","Wind","Wind Turbine","Withdrawn","2021-08-27T04:00:00+00:00","99.9","99.9","99.9","99.9"
"J822","Withdrawn","2017-06-16T04:00:00+00:00","2019-01-08T05:00:00+00:00","","2019-01-30T05:00:00+00:00","Entergy","Lonoke County","AR","DPP-2017-AUG","South","GIA","Network Resource Interconnection Service (NRIS)","Lynch SES Switchyard - Carlisle 115kV Line","100","100","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J823","Withdrawn","2017-06-16T04:00:00+00:00","2019-02-06T05:00:00+00:00","","2020-09-15T04:00:00+00:00","ITC MIDWEST","Clark County","MO","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Twin Rivers - Twin Rivers Tap - Palmyra 161kV Line","50","50","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J824","Withdrawn","2017-06-16T04:00:00+00:00","2019-04-17T04:00:00+00:00","","2020-09-30T04:00:00+00:00","Duke Energy Corporation","Sullivan County,Vigo County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Vigo-Farmersburg Junction 138kV Line","245","245","Solar","Photovoltaic","Not Started","","150","150","0","0"
"J825","Withdrawn","2017-06-16T04:00:00+00:00","2019-01-08T05:00:00+00:00","","2020-09-15T04:00:00+00:00","American Transmission Co. LLC","Green County","WI","DPP-2017-AUG","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","North Monroe - Albany 138kV Line","99.9","99.9","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J826","Done","2017-06-16T04:00:00+00:00","","2019-12-17T05:00:00+00:00","2020-09-01T04:00:00+00:00","AMEREN ILLINOIS","McLean County","IL","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Weedman Substation 138kV Bus","100","100","Wind","Wind Turbine","In Service","2021-05-28T04:00:00+00:00","100","100","100","100"
"J827","Withdrawn","2017-06-16T04:00:00+00:00","2019-01-08T05:00:00+00:00","","2020-09-30T04:00:00+00:00","Duke Energy Corporation","Fountain County,Montgomery County,Tippecanoe County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Lafayette - Veedsburg West - Attica 230kV Line","300","300","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J828","Withdrawn","2017-06-16T04:00:00+00:00","2018-02-07T05:00:00+00:00","","2020-08-01T04:00:00+00:00","Duke Energy Corporation","Montgomery County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Crawfordsville - Linden Tap 138kV Line","151.8","151.8","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J829","Done","2017-06-16T04:00:00+00:00","","2020-05-26T04:00:00+00:00","2020-09-30T04:00:00+00:00","Duke Energy Corporation","Sullivan County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Dresser - Merom 345kV Line","250","250","Solar","Photovoltaic","Under Construction","2022-09-01T04:00:00+00:00","250","250","250","250"
"J830","Done","2017-06-16T04:00:00+00:00","","2020-03-05T05:00:00+00:00","2020-06-01T04:00:00+00:00","Entergy","Madison County","MS","DPP-2017-AUG","South","GIA","Network Resource Interconnection Service (NRIS)","Canton South to Hoy Road 230 kV Line","100","100","Solar","Photovoltaic","In Service","2021-11-15T05:00:00+00:00","100","100","100","100"
"J831","Done","2017-06-16T04:00:00+00:00","","2019-11-12T05:00:00+00:00","2017-06-16T04:00:00+00:00","American Transmission Co. LLC","Ozaukee County","WI","DPP-2017-AUG","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Port Washington Generating Switchyard 138 kV","40","48","Combined Cycle","Combined Cycle","In Service","2019-10-28T04:00:00+00:00","48","48","48","48"
"J832","Withdrawn","2017-06-16T04:00:00+00:00","2021-06-02T04:00:00+00:00","2020-06-12T04:00:00+00:00","2020-04-01T04:00:00+00:00","METC","Cheboygan County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Port Calcite - Riggsville 138kV Line","100","100","Solar","Photovoltaic","Withdrawn","2022-12-31T05:00:00+00:00","91","91","91","91"
"J833","Withdrawn","2017-06-16T04:00:00+00:00","2021-10-22T04:00:00+00:00","2020-06-17T04:00:00+00:00","2020-04-01T04:00:00+00:00","ITC MIDWEST","Washtenaw County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Milan-Pioneer 120kV line tap","100","100","Solar","Photovoltaic","Withdrawn","2022-04-29T04:00:00+00:00","50","50","50","50"
"J834","Done","2017-06-16T04:00:00+00:00","","2020-03-06T05:00:00+00:00","2020-09-01T04:00:00+00:00","Entergy","Phillips County","AR","DPP-2017-AUG","South","GIA","Network Resource Interconnection Service (NRIS)","Robert E Ritchie 230kV Substation","100","100","Solar","Photovoltaic","In Service","2021-11-15T05:00:00+00:00","100","100","100","100"
"J835","Withdrawn","2017-06-16T04:00:00+00:00","2019-04-17T04:00:00+00:00","","2020-07-01T04:00:00+00:00","AMEREN ILLINOIS","Morgan County","IL","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Meredosia - Austin 345kV Line","200","200","Wind","Wind Turbine","Not Started","","200","200","0","0"
"J836","Done","2017-06-16T04:00:00+00:00","","2021-05-19T04:00:00+00:00","2021-11-01T04:00:00+00:00","ITC MIDWEST","Kossuth County","IA","DPP-2017-AUG","West","GIA","Energy Resource Interconnection Service (ERIS)","Ledyard 345kV Substation","200","200","Wind","Wind Turbine","In Service","2022-09-30T04:00:00+00:00","200","0","200","0"
"J837","Done","2017-06-16T04:00:00+00:00","","2019-10-21T04:00:00+00:00","2020-08-01T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","White County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Reynolds 345kV Substation","200.1","200.1","Wind","Wind Turbine","In Service","2021-08-15T04:00:00+00:00","200.1","80","200.1","80"
"J838","Done","2017-06-16T04:00:00+00:00","","2019-10-21T04:00:00+00:00","2020-08-01T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","White County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Reynolds 345kV Substation","200.1","200.1","Wind","Wind Turbine","In Service","2021-08-15T04:00:00+00:00","100","40","100","40"
"J839","Withdrawn","2017-06-16T04:00:00+00:00","2020-05-27T04:00:00+00:00","","2020-04-01T04:00:00+00:00","ITC MIDWEST","Lapeer County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Otsego Tap - Otsego 120 kV Line Tap","100","100","Solar","Photovoltaic","Withdrawn","2023-03-31T04:00:00+00:00","58","58","58","58"
"J840","Withdrawn","2017-06-16T04:00:00+00:00","2021-01-29T05:00:00+00:00","","2021-07-01T04:00:00+00:00","MIDAMERICAN ENERGY COMPANY","Humboldt County","IA","DPP-2017-AUG","West","GIA","Network Resource Interconnection Service (NRIS)","Kossuth - Webster 345 kV Line","150","150","Wind","Wind Turbine","Not Started","","150","150","0","0"
"J841","Withdrawn","2017-06-16T04:00:00+00:00","2020-01-24T05:00:00+00:00","","2020-04-01T04:00:00+00:00","METC","Saginaw County","MI","DPP-2017-AUG","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Orr RD 138 kV Substation","702","725","Combined Cycle","Combined Cycle","Not Started","","725","725","725","702"
"J842","Withdrawn","2017-06-16T04:00:00+00:00","2020-02-10T05:00:00+00:00","","2020-07-01T04:00:00+00:00","Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.","Gibson County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Gibson - Brown 345kV Line","200","200","Wind","Wind Turbine","Not Started","2022-09-14T04:00:00+00:00","200","200","200","200"
"J843","Withdrawn","2017-06-16T04:00:00+00:00","2020-02-10T05:00:00+00:00","","2020-07-01T04:00:00+00:00","Duke Energy Corporation","Gibson County","IN","DPP-2017-AUG","Central","GIA","Network Resource Interconnection Service (NRIS)","Gibson - Francisco 345kV Line","200","200","Wind","Wind Turbine","Not Started","2021-09-01T04:00:00+00:00","200","200","200","200"
"J844","Done","2017-06-16T04:00:00+00:00","","2019-12-10T05:00:00+00:00","2020-09-01T04:00:00+00:00","AMEREN TRANSMISSION COMPANY OF ILLINOIS","Knox County","IL","DPP-2017-AUG","Central","GIA","Energy Resource Interconnection Service (ERIS)","Sandburg Substation 138kV Bus","300","300","Wind","Wind Turbine","Under Construction","2021-05-28T04:00:00+00:00","147","0","147","0"
